Class	DocDB Family ID	Serial no.	Title	Publication date
negative	8225024	JP4243663B2	Being the manner which recovers the extract from	2009-03-25
negative	8225024	KR20000029554A	FROZEN FOOD PRODUCT CONTAINING HEAT STABLE ANTIFREEZE PROTEIN	2000-05-25
negative	8225024	NO990317D0	Frosset matprodukt inneholdende varmestabilt anti-fryseprotein	1999-01-25
negative	8225024	PA8434401A1	PRODUCTO ALIMENTICIO CONGELADO.	2000-05-24
negative	8225024	PL331377A1	FROZEN ARTICLE OF FOOD CONTAINING A HEAT-RESISTING PROTEIN PREVENTING OCCURRENCE OF UNDESIRABLE EFFECTS OF FREEZING	1999-07-05
negative	8225024	PT918863E	PRODUTO ALIMENTAR CONGELADO CONTENDO PRTEINA ANTICONGELACAO ESTAVEL EM RELACAO AO CALOR	2005-05-31
negative	8225024	SK282279B6	ANTIFREEZE PROTEINS - AFP SUBSTANCES, METHOD FOR THEIR OBTAINING, VECTOR, TRANSFORMED ORGANISMS, FROZEN CONFECTIONARY PRODUCTS AND MASTER-BATCH CONTAINING THEM	2002-01-07
negative	8225024	SK8999A3	ANTIFREEZE PROTEINS - AFP SUBSTANCES, METHOD FOR ATTAINING THEM, A VECTOR, TRANSFORMED ORGANISMS, FROZEN CONFECTION PRODUCTS AND PRE-MIXTURE CONTAINING THEM	1999-07-12
negative	8225024	TR199900145T2	Isıya kararlı antifriz proteini ihtiva eden dondurulmuş gıda ürünü.	1999-03-22
negative	8225024	TR9900145T2	Isıya kararlı antifriz proteini ihtiva eden dondurulmuş gıda ürünü.	1999-03-22
negative	8225024	US6090917A	RECOVERING ANTIFREEZE PROTEINS; FOR PROCESSING OF FROZEN CONFECTIONERY PRODUCTS AND FOODS; ISOLATING AN ANTIFREEZE PROTEIN JUICE, HEATING AND REMOVING INSOLUBLE FRACTION	2000-07-18
negative	8225024	US6156880A	FROZEN CONFECTIONERY PRODUCT SUCH AS ICE CREAM OR WATER-ICE HAVING 0.0001 TO 0.5 PERCENT WEIGHT OF ANTIFREEZE PROTEIN	2000-12-05
negative	8225024	US6162789A	Frozen food product	2000-12-19
negative	8225024	WO1998004699A1	FROZEN FOOD PRODUCT CONTAINING HEAT STABLE ANTIFREEZE PROTEIN	1998-02-05
negative	8225024	ZA9706473B	Frozen food product	1999-01-22
negative	8225024	ZA9706477B	Frozen food product	1999-01-25
negative	8225154	AR013874A1	POLIPEPTIDOS ANTICONGELANTES, SU USO, METODOS PARA OBTENERLOS, UN POLIPEPTIDO QUE ESTA INMUNOLOGICAMENTE RELACIONADO CON DICHO POLIPEPTIDO ANTICONGELANTE, UNA SECUENCIA DE ACIDO NUCLEICO AISLADA, UN ANTICUERPO, MICROORGANISMOS, LINEA DE CELULAS, UN PRODUCTO COMESTIBLE Y UN METODO PARA FABRICAR DICHO	2001-01-31
negative	8225154	AT319829T	FROSTSCHUTZPOLYPEPTIDE AUS KAROTTE	2006-03-15
negative	8225154	AU5550998A	Carrot antifreeze polypeptides	1998-06-10
negative	8225154	AU732169B2	Carrot antifreeze polypeptides	2001-04-12
negative	8225154	BR9713984A	Polipeptìdeos anti-congelamento, sequência de ácido nucleico isolada, processo para obter polipeptìdeos, anticorpo, produto alimentìcio, processo para produzir o mesmo, uso do polipeptìdeo, e, microorganismos, linhagem de célula, ou planta.	2000-02-08
negative	8225154	CA2272534A1	CARROT ANTIFREEZE POLYPEPTIDES	1998-05-28
negative	8225154	CN1191361C	Carrot the resisting freezing and polypeptide	2005-03-02
negative	8225154	CN1244895A	Carrot the resisting freezing and polypeptide	2000-02-16
negative	8225154	CZ177799A3	ANTIFREEZE POLYPEPTIDES OF CARROT	1999-11-17
negative	8225154	CZ295597B6	Carrot antifreeze polypeptides	2005-08-17
negative	8225154	CZ9901777A3	ANTIFREEZE POLYPEPTIDES OF CARROT	1999-11-17
negative	8225154	DE69735441T2	Frost protection poly peptides from carrot	2006-08-24
negative	8225154	DK0941332T3	Antifreeze polypeptides from carrots	2006-05-15
negative	8225154	EP0843010A1	Carrot anti-freeze polypeptides	1998-05-20
negative	8225154	EP0941332A2	CARROT ANTIFREEZE POLYPEPTIDES	1999-09-15
negative	8225154	EP0941332B1	CARROT ANTIFREEZE POLYPEPTIDES	2006-03-08
negative	8225154	EP0941332B8	CARROT ANTIFREEZE POLYPEPTIDES	2006-05-17
negative	8225154	ES2259807T3	Antifreeze polypeptides carrot.	2006-10-16
negative	8225154	HU0000258A2	CARROT ANTIFREEZE POLYPEPTIDES	2000-07-28
negative	8225154	HU0000258A3	CARROT ANTIFREEZE POLYPEPTIDES	2002-02-28
negative	8225154	IL129970D0	Carrot antifreeze polypeptides	2000-02-29
negative	8225154	JP2000513578A	Carrot anti-freeze polypeptide	2000-10-17
negative	8225154	JP3474200B2	Carrot anti-freeze polypeptide	2003-12-08
negative	8225154	PA8441801A1	PROTEINAS	2000-05-24
negative	8225154	PL333504A1	POLYPEPTIDES OBTAINED FROM CARROT AND CAPABLE TO PREVENT FREEZING	1999-12-20
negative	8225154	PT941332E	POLIPEPTIDEOS ANTICONGELANTES DE CENOURA	2006-07-31
negative	8225154	SK65799A3	ANTIFREEZE POLYPEPTIDES, ISOLATED NUCLEIC SEQUENCE BEING CODING ANTIFREEZE POLYPEPTIDE, METHOD TO OBTAIN POLYPEPTIDES AND FOOD PRODUCT CONTAINING THEM	2000-03-13
negative	8225154	TR199901695T2	Havuç antifriz polipeptidleri.	1999-10-21
negative	8225154	TR9901695T2	Havuç antifriz polipeptidleri.	1999-10-21
negative	8225154	TW349953B	Carrot antifreeze polypeptides	1999-01-11
negative	8225154	US6797690B1	ANTI-FREEZE POLYPEPTIDES FOR IMPROVING THE FREEZING TOLERANCE OF FOODSTUFFS	2004-09-28
negative	8225154	WO1998022591A2	CARROT ANTIFREEZE POLYPEPTIDES	1998-05-28
negative	8225154	WO1998022591A3	CARROT ANTIFREEZE POLYPEPTIDES	1998-07-30
negative	8225154	ZA9710338B	Proteins	1999-05-17
negative	8239695	AT297223T	TEILCHENFÖRMIGE VITAMINZUBEREITUNG	2005-06-15
negative	8239695	AU2512601A	Particulate vitamin composition	2001-07-09
negative	8239695	AU781262B2	Particulate vitamin composition	2005-05-12
negative	8239695	CA2384885A1	PARTICULATE VITAMIN COMPOSITION	2001-07-05
negative	8239695	CA2384885C	PARTICULATE VITAMIN COMPOSITION	2008-04-01
negative	8239695	CN1240438C	Particulate vitamin composition	2006-02-08
negative	8239695	CN1391485A	Particulate vitamin composition	2003-01-15
negative	8239695	DE60020738T2	Particulate vitamin	2006-03-16
negative	8239695	DK1244472T3	A particulate vitamin composition	2005-10-03
negative	8239695	EP1244472A2	PARTICULATE VITAMIN COMPOSITION	2002-10-02
negative	8239695	EP1244472B1	PARTICULATE VITAMIN COMPOSITION	2005-06-08
negative	8239695	ES2242657T3	Composicion particular vitamins.	2005-11-16
negative	8239695	JP2003518509A	Granular vitamin composition 	2003-06-10
negative	8239695	PT1244472E	COMPOSICAO VITAMINICA EM PARTICULAS	2005-09-30
negative	8239695	US20030068407A1	A particulate formulation containing an oil of a vitamin, an oil containing one or more vitamin or a derivative, a gelling agent of vegetable origin having a glass transition point greater than 20 degree C. and a protein except gelatin	2003-04-10
negative	8239695	US20070036868A1	oily vitamin derivatives, gelling agent such as agarose, carrageenan and carrageenan-carob mixture, and protein, except gelatine; preparing solution or suspension, forming oil in water emulsion, adding to vegetable oil to for oil-water-oil emulsion, solidifying, cooling, drying	2007-02-15
negative	8239695	US7687068B2	oily vitamin derivatives, gelling agent such as agarose, carrageenan and carrageenan-carob mixture, and protein, except gelatine; preparing solution or suspension, forming oil in water emulsion, adding to vegetable oil to for oil-water-oil emulsion, solidifying, cooling, drying	2010-03-30
negative	8239695	WO2001047560A2	PARTICULATE VITAMIN COMPOSITION	2001-07-05
negative	8239695	WO2001047560A3	PARTICULATE VITAMIN COMPOSITION	2002-01-17
negative	8240738	AU1135701A	Compositions with anti-prostate cancer activity	2001-04-23
negative	8240738	WO2001026668A1	COMPOSITIONS WITH ANTI-PROSTATE CANCER ACTIVITY	2001-04-19
negative	8546763	AU4387497A	Jellying product	1998-04-17
negative	8546763	EP0949871A1	JELLYING PRODUCT	1999-10-20
negative	8546763	FI108395B	Hyytel great hyytel ÷ ÷ intituote, it kõytt ÷ ÷ hyytel the manufacture of products, SEKO menetelmõ hyytel ÷ manufacture of products	2002-01-31
negative	8546763	FI963905A	Gelatineringsprodukt	1998-03-28
negative	8546763	FI963905A0	Gelatineringsprodukt	1996-09-27
negative	8546763	US6403140B1	WATER, A SWEETENING AGENT AND GELATIN, CAN BE REVERSIBLY CONVERTED INTO A FREE-FLOWING FORM BY HEATING,	2002-06-11
negative	8546763	WO1998012935A1	JELLYING PRODUCT	1998-04-02
negative	8558919	FI113942B	The use of phenolic compounds in the manufacture of herbal treatment of chlamydia infection and prevention of usable pharmaceutical preparation, health positively affect the nutrient composition or a composition to be added to such foodstuffs	2004-07-15
negative	8558919	FI20001832A	I behandling och förebyggande av klamydiainfektion effektiva vegetabiliska fenolföreningar och svavelföreningar	2002-02-19
negative	8558919	FI20001832A0	I behandling och förebyggande av klamydiainfektion effektiva vegetabiliska fenolföreningar och svavelföreningar	2000-08-18
negative	8558919	PL204232B1	PLANT-DERIVED AND SYNTHETIC PHENOLIC COMPOUNDS AND PLANT EXTRACTS, EFFECTIVE IN THE TREATMENT AND PREVENTION OF CHLAMYDIAL INFECTIONS	2009-12-31
negative	8558919	PL362405A1	PLANT-DERIVED AND SYNTHETIC PHENOLIC COMPOUNDS AND PLANT EXTRACTS, EFFECTIVE IN THE TREATMENT AND PREVENTION OF CHLAMYDIAL INFECTIONS	2004-11-02
negative	8558919	RU2246939C2	SYNTHETIC PHENOLIC COMPOUNDS AND VEGETABLE EXTRACTS OBTAINED FROM PLANTS THAT ARE EFFECTIVE IN TREATMENT AND PROPHYLAXIS OF CHLAMYDIUM INFECTIONS	2005-02-27
negative	8558919	US20040058983A1	Plan-derived and synthetic phenolic compounds and plant extracts, effective in the treatment and prevention of chlamydial infections	2004-03-25
negative	8849731	AU2001256432B2	Method for producing bulk confectionery	2005-11-10
negative	8849731	AU5643201A	Method for producing bulk confectionery	2001-11-12
negative	8849731	CA2406806A1	METHOD FOR PRODUCING BULK CONFECTIONERY PRODUCTS	2001-11-08
negative	8849731	CA2406806C	METHOD FOR PRODUCING BULK CONFECTIONERY PRODUCTS	2006-10-03
negative	8849731	EP1280415A1	METHOD FOR PRODUCING BULK CONFECTIONERY	2003-02-05
negative	8849731	EP1280415B1	METHOD FOR PRODUCING BULK CONFECTIONERY	2010-04-21
negative	8849731	FR2808167A1	PROCESS FOR PRODUCING BULK CONFECTIONERY	2001-11-02
negative	8849731	FR2808167B1	Brief description of embodiments of confectionery products in bulk	2005-03-18
negative	8849731	US20030148007A1	Method for making a chocolate-flavoured confectionery which consists in coating at least a particle with alternative layers of fats and powders comprising cocoa.	2003-08-07
negative	8849731	US6932995B2	Method for making a chocolate-flavoured confectionery which consists in coating at least a particle with alternative layers of fats and powders comprising cocoa.	2005-08-23
negative	8849731	WO2001082717A1	METHOD FOR PRODUCING BULK CONFECTIONERY	2001-11-08
negative	8861487	AT304538T	PHLORIZINREICHE PHENOLFRAKTION UND IHRE VERWENDUNG IN DER KOSMETIK ODER ALS NAHRUNGSMITTEL	2005-09-15
negative	8861487	DE60206095T2	Product phlorizin rich phenol fraction and their use in the cosmetics or as a food	2006-06-29
negative	8861487	DK1243586T3	Phloridzinrig phenolfraktion and its application in cosmetics or as food	2005-11-21
negative	8861487	EP1243586A1	Phloridzin-rich phenolic fraction and its use as cosmetic, food or nutritional agent	2002-09-25
negative	8861487	EP1243586B1	Phloridzin-rich phenolic fraction and its use as cosmetic, food or nutritional agent	2005-09-14
negative	8861487	ES2247279T3	Phenolic rich fraction and its use as phlorizin cosmetic, food or nutraceutical agent.	2006-03-01
negative	8861487	FR2822466A1	PHENOLIC FRACTION RICH IN PHLORIDZINE AND ITS USE AS A COSMETIC, FOOD OR NUTRACEUTICAL AGENT	2002-09-27
negative	8861487	FR2822466B1	Phenolic fraction rich in phloridzin and its use as an agent, food or nutraceutical fields	2004-07-02
negative	8861487	JP2002322067A	PHLORIDZIN-RICH PHENOLIC FRACTION AND ITS USE AS COSMETIC, DIETARY CARE AGENT OR NUTRACEUTICAL AGENT	2002-11-08
negative	8861487	JP5192110B2	Its use phenolic fraction rich and cosmetic agents, as a nutraceutical agent or dietary agents - phlorizin	2013-05-08
negative	8861487	US20030003120A1	A phenolic fraction of fruit obtained from the Rosaceae family, including at least 10% by weight of the sum of phloridzin, chlorogenic acid, epicatechin, quercitrin, procyanidin B2, p-coumaric acid and caffeic acid	2003-01-02
negative	8861487	US20060073223A1	A phenolic fraction of fruit obtained from the Rosaceae family, including at least 10% by weight of the sum of phloridzin, chlorogenic acid, epicatechin, quercitrin, procyanidin B2, p-coumaric acid and caffeic acid	2006-04-06
negative	8861487	US7041322B2	A phenolic fraction of fruit obtained from the Rosaceae family, including at least 10% by weight of the sum of phloridzin, chlorogenic acid, epicatechin, quercitrin, procyanidin B2, p-coumaric acid and caffeic acid	2006-05-09
negative	8861487	US7427418B2	A phenolic fraction of fruit obtained from the Rosaceae family, including at least 10% by weight of the sum of phloridzin, chlorogenic acid, epicatechin, quercitrin, procyanidin B2, p-coumaric acid and caffeic acid	2008-09-23
negative	9933249	AT362713T	NICHTKLEBRIGES, FREIFLIESSENDES NAHRUNGSMITTELPRODUKT UND VERFAHREN ZU SEINER HERSTELLUNG	2007-06-15
negative	9933249	AU2003209733A1	NON-STICKY, FREE-FLOWING COMESTIBLE AND A PROCESS FOR ITS PREPARATION	2003-09-29
negative	9933249	AU2003209733B2	Non-sticky, free-flowing comestible and a process for its preparation	2007-06-21
negative	9933249	CY1108029T1	ΜΗ ΚΟΛΛΩΔΕΣ, ΕΛΕΥΘΕΡΑΣ ΡΟΗΣ ΤΡΟΦΙΜΟ ΚΑΙ ΜΕΘΟΔΟΣ ΠΑΡΑΣΚΕΥΗΣ ΤΟΥ	2013-09-04
negative	9933249	DE60313959T2	Non-tacky, freely non-woven fabric end a food product and method for its production	2007-09-06
negative	9933249	DK1484987T3	Non-sticky, free-Mende Ström edible product and to a process for its preparation	2007-10-01
negative	9933249	EP1484987A1	NON-STICKY, FREE-FLOWING COMESTIBLE AND A PROCESS FOR ITS PREPARATION	2004-12-15
negative	9933249	EP1484987B1	NON-STICKY, FREE-FLOWING COMESTIBLE AND A PROCESS FOR ITS PREPARATION	2007-05-23
negative	9933249	ES2283796T3	non-sticky food, free flowing and a process for their preparation.	2007-11-01
negative	9933249	GB0206419D0	Non-sticky, free-flowing comestible and a process for its preparation	2002-05-01
negative	9933249	PT1484987E	NON-STICKY, FREE-FLOWING COMESTIBLE AND A PROCESS FOR ITS PREPARATION	2007-06-29
negative	9933249	SI1484987T1	NON-STICKY, FREE-FLOWING COMESTIBLE AND A PROCESS FOR ITS PREPARATION	2007-12-31
negative	9933249	SIEP1484987T1	NON-STICKY, FREE-FLOWING COMESTIBLE AND A PROCESS FOR ITS PREPARATION	2007-12-31
negative	9933249	US20050147717A1	Easy to handle candied or infused fruit products; coated with starch phosphate esters	2005-07-07
negative	9933249	US20100021590A1	Non-sticky, free-flowing comestible and a process for its preparation	2010-01-28
negative	9933249	US7704538B2	Easy to handle candied or infused fruit products; coated with starch phosphate esters	2010-04-27
negative	9933249	WO2003077676A1	NON-STICKY, FREE-FLOWING COMESTIBLE AND A PROCESS FOR ITS PREPARATION	2003-09-25
negative	9933249	ZA200406463B	Non-sticky, free-flowing comestible and a process for its preparation.	2005-09-20
negative	NULL	US10376451B2	Method of protecting teeth against erosion	2019-08-13
positive	11075501	IL143738D0	PROTEINACEOUS FOOD BASED ON HEMPSEED THAT MAINTAINS THE SEED'S NUTRITIONAL VALUE AND DOES NOT CONTAIN PRESERVATIVES OR FOOD COLORING	2002-04-21
positive	11075501	US20030012861A1	Removing the hemp seed shells or crashing the seed including the shell into smaller pieces;or creating at least some separation between the oil and the protein parts; processings done under reduced oxygen, reduced light, and/or high heat	2003-01-16
positive	11075501	US20080193610A1	Proteinaceous food based on hempseed and/or other plants, that keeps the seed's nutritional value and does not use dangerous ingredients, such as preservatives or coloring	2008-08-14
positive	11075501	WO2002100185A2	PROTEINACEOUS FOOD BASED ON HEMPSEED AND/OR OTHER PLANTS, THAT KEEPS THE SEED'S NUTRITIONAL VALUE AND DOES NOT USE DANGEROUS INGREDIENTS, SUCH AS PRESERVATIVES OR COLORING.	2002-12-19
positive	23070125	AT328610T	NEUE SCHOKOLADENZUSAMMENSETZUNG ALS ABGABESYSTEM FÜR NÄHRSTOFFE UND MEDIKAMENTE	2006-06-15
positive	23070125	CA2442486A1	NOVEL CHOCOLATE COMPOSITION AS DELIVERY SYSTEM FOR NUTRIENTS AND MEDICATIONS	2002-10-10
positive	23070125	DE60212117T2	New chocolate composition as a delivery system for nutrients and medicaments	2006-10-19
positive	23070125	EP1383537A1	NOVEL CHOCOLATE COMPOSITION AS DELIVERY SYSTEM FOR NUTRIENTS AND MEDICATIONS	2004-01-28
positive	23070125	EP1383537A4	NOVEL CHOCOLATE COMPOSITION AS DELIVERY SYSTEM FOR NUTRIENTS AND MEDICATIONS	2005-09-14
positive	23070125	EP1383537B1	NOVEL CHOCOLATE COMPOSITION AS DELIVERY SYSTEM FOR NUTRIENTS AND MEDICATIONS	2006-06-07
positive	23070125	ES2261685T3	New chocolate-based composition used as a delivery system for nutrients and medications.	2006-11-16
positive	23070125	JP2004536792A	The new chocolate composition as a nutrient and a delivery system for the medicine 	2004-12-09
positive	23070125	US20020192316A1	Novel chocolate composition as delivery system for nutrients and medications	2002-12-19
positive	23070125	US20060134181A1	Novel chocolate composition as delivery system for nutrients and medications	2006-06-22
positive	23070125	US7048941B2	Chocolate composition as delivery system for nutrients and medications	2006-05-23
positive	23070125	WO2002078746A1	NOVEL CHOCOLATE COMPOSITION AS DELIVERY SYSTEM FOR NUTRIENTS AND MEDICATIONS	2002-10-10
positive	24294190	AU6174401A	Chewing gums, lozenges, candies, tablets, liquids, and sprays for efficient delivery of medications and dietary supplements	2001-12-03
positive	24294190	US20060073189A1	Chewing gums, lozenges, candies, tablets, liquids, and sprays for efficient delivery of medications and dietary supplements	2006-04-06
positive	24294190	WO2001089476A1	CHEWING GUMS, LOZENGES, CANDIES, TABLETS, LIQUIDS, AND SPRAYS FOR EFFICIENT DELIVERY OF MEDICATIONS AND DIETARY SUPPLEMENTS	2001-11-29
positive	25172349	CA2439376A1	COMPOSITIONS AND METHODS OF MANUFACTURE FOR ORAL DISSOLVABLE DOSAGE FORMS	2002-09-06
positive	25172349	EP1385484A2	COMPOSITIONS AND METHODS OF MANUFACTURE FOR ORAL DISSOLVABLE DOSAGE FORMS	2004-02-04
positive	25172349	JP2004520410A	Compositions for oral soluble dosage form and method for manufacturing	2004-07-08
positive	25172349	MXPA03007613A	COMPOSITIONS AND METHODS OF MANUFACTURE FOR ORAL DISSOLVABLE DOSAGE FORMS.	2003-12-04
positive	25172349	US20020160043A1	Dissolvable drug-containing dosage form for use in transmucosal delivery of drug to patient, comprising binding agent formed into solid matrix dissolvable in mouth, pharmacologically effective dosage of drug, buffer	2002-10-31
positive	25172349	WO2002067903A2	COMPOSITIONS AND METHODS OF MANUFACTURE FOR ORAL DISSOLVABLE DOSAGE FORMS	2002-09-06
positive	25172349	WO2002067903A3	COMPOSITIONS AND METHODS OF MANUFACTURE FOR ORAL DISSOLVABLE DOSAGE FORMS	2003-11-27
positive	25237979	CA2087219A1	Hash Brown Depositor	1993-07-22
positive	25237979	CA2087219C	HASH BROWN DEPOSITOR	1997-03-04
positive	25237979	DE69304557T2	Device for the manufacture of a food product.	1997-01-23
positive	25237979	EP0552930A1	An apparatus for forming a food product	1993-07-28
positive	25237979	EP0552930B1	An apparatus for forming a food product	1996-09-11
positive	25237979	US5244370A	HASH BROWN DEPOSITOR	1993-09-14
positive	26006548	DE10036918A1	High ballast-content, health-giving bread with improved cholesterol-reducing properties contains hemp products such as meal and oil	2002-02-07
positive	26791444	US5612074A	Nutrient fortified food bar	1997-03-18
positive	26791444	WO1998037768A1	NUTRIENT FORTIFIED FOOD BAR	1998-09-03
positive	26822238	US20020160077A1	Composition for supplementing water soluble gum portion and water insoluble gum base portion including enzymatically modified fats, oils, and generally fatty acids of mono-, di-, and tri-glycerides	2002-10-31
positive	26856011	US4828856A	FABRICATING POTATO PIECES FROM DOUGH AND MIXING WITH FRESH POTATO PIECES	1989-05-09
positive	26918433	US4810660A	Process for producing potato patties	1989-03-07
positive	27447925	US20030021752A1	Administering lipophilic drug through mucous membranes	2003-01-30
positive	27447925	US7025992B2	Administering lipophilic drug through mucous membranes	2006-04-11
positive	27534007	AT234570T	VERFAHREN ZUR TABAKBEHANDLUNG UM DEN NITROSAMINGEHALT ZU REDUZIEREN, SOWIE DAMIT HERGESTELLTE PRODUKTE	2003-04-15
positive	27534007	AU4048297A	Method of treating tobacco to reduce nitrosamine content, and products produced thereby	1998-02-25
positive	27534007	AU740510B2	Method of treating tobacco to reduce nitrosamine content, and products produced thereby	2001-11-08
positive	27534007	BR9711622A	Método de tratamento do tabaco para reduzir o teor de nitrosamina, e produtos produzidos por meio desse.	2000-01-18
positive	27534007	CA2262866A1	METHOD OF TREATING TOBACCO TO REDUCE NITROSAMINE CONTENT, AND PRODUCTS PRODUCED THEREBY	1998-02-12
positive	27534007	CA2262866C	METHOD OF TREATING TOBACCO TO REDUCE NITROSAMINE CONTENT, AND PRODUCTS PRODUCED THEREBY	2006-07-04
positive	27534007	CN1116830C	Processing tobacco and reduce the nitrous amine content a method for	2003-08-06
positive	27534007	CN1231583A	Method of treating tobacco to reduce nitrosamine content and products produced thereby	1999-10-13
positive	27534007	EP0967898A1	METHOD OF TREATING TOBACCO TO REDUCE NITROSAMINE CONTENT, AND PRODUCTS PRODUCED THEREBY	2000-01-05
positive	27534007	EP0967898A4	METHOD OF TREATING TOBACCO TO REDUCE NITROSAMINE CONTENT, AND PRODUCTS PRODUCED THEREBY	2000-01-05
positive	27534007	EP0967898B1	METHOD OF TREATING TOBACCO TO REDUCE NITROSAMINE CONTENT, AND PRODUCTS PRODUCED THEREBY	2003-03-19
positive	27534007	ES2196359T3	Snuff treatment process for reducing the nitrosamine content and products produced.	2003-12-16
positive	27534007	JP2001503247A	Products produced thereby and tobacco processing method for reducing the nitrosamine content	2001-03-13
positive	27534007	JP4108754B2	Tobacco processing methods and products that have been manufactured by it to    the nitrosamine content	2008-06-25
positive	27534007	KR100458420B1	Method of treating tobacco to reduce nitrosamine content, and products produced thereby	2004-11-26
positive	27534007	KR20000029840A	METHOD OF TREATING TOBACCO TO REDUCE NITROSAMINE CONTENT, AND PRODUCTS PRODUCED THEREBY	2000-05-25
positive	27534007	PT967898E	METODO DE TRATAMENTO DO TABACO PARA REDUCAO DO TEOR EM NITROSAMINAS E PRODUTOS ASSIM PRODUZIDOS	2003-08-29
positive	27534007	US6135121A	CURED YELLOW TOBACCO FREE OF ORGANIC LIQUIDS FOR EXTRACTION OF EXPANDED ORGANIC MATERIALS AND HAVING A COLLECTIVE CONTENT OF N'-NITROSO-NORNICOTINE, 4-(N-NITROSOMETHYLAMINO)-1-(3-PYRIDYL)-1-BUTANONE,	2000-10-24
positive	27534007	US6338348B1	PREVENTING FORMATION OF OF 4-(N-NITROSOMETHYLAMINO) 1-(3-PYRIDYL-1-BUTANONE ON TOBACCO LEAVES	2002-01-15
positive	27534007	WO1998005226A1	METHOD OF TREATING TOBACCO TO REDUCE NITROSAMINE CONTENT, AND PRODUCTS PRODUCED THEREBY	1998-02-12
positive	28051886	AT295084T	VERFAHREN ZUR HERSTELLUNG EINES PRÄPARATES, WELCHES WIRKSTOFFE AUS CANNABIS ENTHÄLT	2005-05-15
positive	28051886	CA2423738A1	METHOD OF PRODUCING A PREPARATION CONTAINING ACTIVE SUBSTANCES FROM CANNABIS	2003-10-10
positive	28051886	EP1352566A1	Process for the manufacture of a preparation containing active principles from cannabis	2003-10-15
positive	28051886	EP1352566B1	Process for the manufacture of a preparation containing active principles from cannabis	2005-05-11
positive	28051886	US20030194450A1	Milk product prepared by feeding a dairy animal a feed which comprises a hemp plant or a part thereof	2003-10-16
positive	30129579	AT404059T	AUSGANGSMATERIAL FÜR KRAPFEN, VERFAHREN ZU DESSEN HERSTELLUNG UND SEINE VERWENDUNGEN	2008-08-15
positive	30129579	AU2003269082A1	FOOD BASE FOR FRITTERS, METHOD FOR THE PRODUCTION THEREOF, AND USES THEREOF	2004-02-23
positive	30129579	AU2003269082A8	Food base for fritters, method for the production thereof, and uses thereof	2004-02-23
positive	30129579	EP1530423A2	FOOD BASE FOR FRITTERS, METHOD FOR THE PRODUCTION THEREOF, AND USES THEREOF	2005-05-18
positive	30129579	EP1530423B1	FOOD BASE FOR FRITTERS, METHOD FOR THE PRODUCTION THEREOF, AND USES THEREOF	2008-08-13
positive	30129579	FR2842990A1	Food base for doughnuts, its process of preparation and its uses.	2004-02-06
positive	30129579	FR2842990B1	Food base for doughnuts, its process of preparation and its uses.	2006-01-13
positive	30129579	WO2004012513A2	FOOD BASE FOR FRITTERS, METHOD FOR THE PRODUCTION THEREOF, AND USES THEREOF	2004-02-12
positive	30129579	WO2004012513A3	FOOD BASE FOR FRITTERS, METHOD FOR THE PRODUCTION THEREOF, AND USES THEREOF	2004-04-08
positive	32301489	JP2004113236A	BATTER FOR FRIED FOOD	2004-04-15
positive	32301489	JP4442801B2	Frying batter material	2010-03-31
positive	32303967	AT372683T	VERFAHREN ZUR HERSTELLUNG VON HANFMILCH	2007-09-15
positive	32303967	AT414206B	METHOD FOR PRODUCING HEMP MILK	2006-10-15
positive	32303967	ATA17202002A	VERFAHREN ZUR HERSTELLUNG VON HANFMILCH	2006-01-15
positive	32303967	AU2003283049A1	METHOD FOR PRODUCING HEMP MILK	2004-06-03
positive	32303967	CA2505350A1	METHOD FOR PRODUCING HEMP MILK	2004-05-27
positive	32303967	CA2505350C	METHOD FOR PRODUCING HEMP MILK	2012-05-15
positive	32303967	EP1567017A1	METHOD FOR PRODUCING HEMP MILK	2005-08-31
positive	32303967	EP1567017B1	METHOD FOR PRODUCING HEMP MILK	2007-09-12
positive	32303967	ES2293044T3	Method for producing hemp milk.	2008-03-16
positive	32303967	RU2005118089A	METHOD FOR PRODUCING MILK Hemp	2006-03-10
positive	32303967	RU2341093C2	METHOD OF HEMP MILK MANUFACTURING	2008-12-20
positive	32303967	WO2004043157A1	METHOD FOR PRODUCING HEMP MILK	2004-05-27
positive	33567170	US20050008690A1	Supplying active materials in various phases in single dosage multicompartment capsule	2005-01-13
positive	33567170	US20100233254A1	MULTI-PHASE, MULTI-COMPARTMENT, CAPSULAR DELIVERY APPARATUS AND METHODS FOR USING THE SAME	2010-09-16
positive	33567170	US20130136791A1	MULTI-PHASE, MULT-COMPARTMENT CAPSULAR DELIVERY APPARATUS AND METHODS FOR USING SAME	2013-05-30
positive	33567170	US20140212482A1	MULTI-PHASE, MULTI-COMPARTMENT, CAPSULAR DELIVERY APPARATUS AND METHODS FOR USING SAME	2014-07-31
positive	33567170	US20160136100A1	MULTI-PHASE, MULTI-COMPARTMENT, CAPSULAR DELIVERY APPARATUS AND METHODS FOR USING SAME	2016-05-19
positive	33567170	US7670612B2	Supplying active materials in various phases in single dosage multicompartment capsule	2010-03-02
positive	33567170	US8361497B2	Multi-phase, multi-compartment, capsular delivery apparatus and methods for using the same	2013-01-29
positive	33567170	US9241911B2	Multi-phase, multi-compartment, capsular delivery apparatus and methods for using same	2016-01-26
positive	33567170	US9539216B2	Multi-phase, multi-compartment, capsular delivery apparatus and methods for using same	2017-01-10
