Class	DocDB Family ID	Serial no.	Title	Publication date
positive	46982539	US8975581B2	Ion trap	2015-03-10
positive	46982539	WO2013041615A2	ION TRAP	2013-03-28
positive	46982539	WO2013041615A3	ION TRAP	2013-05-10
positive	47220619	DE102012000044A1	Method for interaction-free entanglement of quantum system in quantum computer, involves locating quantum system by activating magnetic field, and transferring quantum system to entangled condition under observation of boundary condition	2012-12-13
positive	47324690	EP2766859A1	QUANTUM PROCESSING DEVICE	2014-08-20
positive	47324690	GB201218347D0	Quantum processing device	2012-11-28
positive	47324690	GB2495632A	A solid state component device for achieving multi-photon interference between quantum registers with nuclear and electron spin state coupling	2013-04-17
positive	47324690	GB2495632B	Quantum processing device	2016-08-03
positive	47324690	JP2015504592A	Quantum processor	2015-02-12
positive	47324690	JP6024026B2	Quantum processor	2016-11-09
positive	47324690	US20140291490A1	QUANTUM PROCESSING DEVICE	2014-10-02
positive	47324690	US9335606B2	Device for achieving multi-photon interference from nitrogen-vacancy defects in diamond material	2016-05-10
positive	47324690	WO2013053911A1	QUANTUM PROCESSING DEVICE	2013-04-18
positive	47352966	CN103563084A	For quantum calculating in the cavity of the measuring system of the array	2014-02-05
positive	47352966	CN103563084B	For quantum calculating in the cavity of the measuring system of the array	2016-02-24
positive	47352966	CN103582949A	For quantum information processing of fixed coupling quantum of the system is modularized array	2014-02-12
positive	47352966	CN103582949B	For quantum information processing of fixed coupling quantum of the system is modularized array	2016-10-19
positive	47352966	DE112012001735T5	A modular assembly of quantum systems with a fixed coupling to the quantum information processing	2014-03-13
positive	47352966	DE112012001847T5	Arrangement of quantum systems in a resonator for the quantum information processing	2014-01-16
positive	47352966	GB201400204D0	Array of quantum systems in a cavity for quantum computing	2014-02-26
positive	47352966	GB201400205D0	Modular array of fixed-coupling quantum systems for quantum information processing	2014-02-26
positive	47352966	GB2506077A	Array of quantum systems in a cavity for quantum computing	2014-03-19
positive	47352966	GB2507208A	Modular array of fixed-coupling quantum systems for quantum information processing	2014-04-23
positive	47352966	US20120319085A1	ARRAY OF QUANTUM SYSTEMS IN A CAVITY FOR QUANTUM COMPUTING	2012-12-20
positive	47352966	US20120319684A1	MODULAR ARRAY OF FIXED-COUPLING QUANTUM SYSTEMS FOR QUANTUM INFORMATION PROCESSING	2012-12-20
positive	47352966	US20120326720A1	MODULAR ARRAY OF FIXED-COUPLING QUANTUM SYSTEMS FOR QUANTUM INFORMATION PROCESSING	2012-12-27
positive	47352966	US8642998B2	Array of quantum systems in a cavity for quantum computing	2014-02-04
positive	47352966	US9379303B2	Modular array of fixed-coupling quantum systems for quantum information processing	2016-06-28
positive	47352966	WO2012173711A1	ARRAY OF QUANTUM SYSTEMS IN A CAVITY FOR QUANTUM COMPUTING	2012-12-20
positive	47352966	WO2012173712A1	MODULAR ARRAY OF FIXED-COUPLING QUANTUM SYSTEMS FOR QUANTUM INFORMATION PROCESSING	2012-12-20
positive	47353554	AU2012271422A1	Phase qubit cell having enhanced coherence	2013-11-28
positive	47353554	AU2012271422B2	Phase qubit cell having enhanced coherence	2015-03-05
positive	47353554	CA2836156A1	PHASE QUBIT CELL HAVING ENHANCED COHERENCE	2012-12-20
positive	47353554	CA2836156C	PHASE QUBIT CELL HAVING ENHANCED COHERENCE	2016-10-25
positive	47353554	EP2707903A1	PHASE QUBIT CELL HAVING ENHANCED COHERENCE	2014-03-19
positive	47353554	EP2707903A4	PHASE QUBIT CELL HAVING ENHANCED COHERENCE	2015-03-25
positive	47353554	EP2707903B1	PHASE QUBIT CELL HAVING ENHANCED COHERENCE	2017-08-09
positive	47353554	JP2014525161A	Quantum bit cell phase coherence is improved	2014-09-25
positive	47353554	JP5766350B2	phase quantum bit cell that coherence has improved	2015-08-19
positive	47353554	US20120320668A1	PHASE QUBIT CELL HAVING ENHANCED COHERENCE	2012-12-20
positive	47353554	US8654578B2	Phase qubit cell having enhanced coherence	2014-02-18
positive	47353554	WO2012174366A1	PHASE QUBIT CELL HAVING ENHANCED COHERENCE	2012-12-20
positive	47437636	AU2012279307A1	Controlling a state of a qubit assembly	2013-12-19
positive	47437636	AU2012279307B2	Controlling a state of a qubit assembly	2015-02-19
positive	47437636	CA2837896A1	CONTROLLING A STATE OF A QUBIT ASSEMBLY	2013-01-10
positive	47437636	CA2837896C	CONTROLLING A STATE OF A QUBIT ASSEMBLY	2016-10-11
positive	47437636	EP2730029A2	CONTROLLING A STATE OF A QUBIT ASSEMBLY	2014-05-14
positive	47437636	EP2730029A4	CONTROLLING A STATE OF A QUBIT ASSEMBLY	2015-07-01
positive	47437636	JP2014523705A	Able to control the state of the quantum bit assembly	2014-09-11
positive	47437636	JP5750194B2	that controls the state of the quantum bit assembly	2015-07-15
positive	47437636	US20130009677A1	CONTROLLING A STATE OF A QUBIT ASSEMBLY	2013-01-10
positive	47437636	US8928391B2	Controlling a state of a qubit assembly	2015-01-06
positive	47437636	WO2013006375A2	CONTROLLING A STATE OF A QUBIT ASSEMBLY	2013-01-10
positive	47437636	WO2013006375A3	CONTROLLING A STATE OF A QUBIT ASSEMBLY	2013-03-07
positive	47597690	US20130029848A1	LOW-LOSS SUPERCONDUCTING DEVICES	2013-01-31
positive	47597690	US8954125B2	Low-loss superconducting devices	2015-02-10
positive	47677897	AU2012295227A1	Superconducting latch system	2014-02-20
positive	47677897	AU2012295227B2	Superconducting latch system	2015-04-02
positive	47677897	CA2844007A1	SUPERCONDUCTING LATCH SYSTEM	2013-02-21
positive	47677897	CA2844007C	SUPERCONDUCTING LATCH SYSTEM	2016-09-13
positive	47677897	EP2742544A1	SUPERCONDUCTING LATCH SYSTEM	2014-06-18
positive	47677897	EP2742544A4	SUPERCONDUCTING LATCH SYSTEM	2015-03-04
positive	47677897	EP2742544B1	SUPERCONDUCTING LATCH SYSTEM	2016-10-12
positive	47677897	JP2014529216A	Superconducting latch system	2014-10-30
positive	47677897	JP5820934B2	Superconducting latch system	2015-11-24
positive	47677897	KR101606300B1	SUPERCONDUCTING LATCH SYSTEM	2016-04-01
positive	47677897	KR20140067032A	SUPERCONDUCTING LATCH SYSTEM	2014-06-03
positive	47677897	US20130040818A1	SUPERCONDUCTING LATCH SYSTEM	2013-02-14
positive	47677897	US8489163B2	Superconducting latch system	2013-07-16
positive	47677897	WO2013025617A1	SUPERCONDUCTING LATCH SYSTEM	2013-02-21
positive	47715681	WO2013025799A2	QUANTUM DOT SYSTEMS	2013-02-21
positive	47715681	WO2013025799A3	QUANTUM DOT SYSTEMS	2013-05-16
positive	47752683	TW201312558A	Graphene singlet-triplet valley qubit device and the method of the same	2013-03-16
positive	47752683	US20130057333A1	GRAPHENE VALLEY SINGLET-TRIPLET QUBIT DEVICE AND THE METHOD OF THE SAME	2013-03-07
positive	47752683	US9126829B2	Graphene valley singlet-triplet qubit device and the method of the same	2015-09-08
positive	47877729	EP2760050A1	Quantum-dot device	2014-07-30
positive	47877729	EP2760050B1	Method of initialising a hole spin in a quantum-dot device	2017-01-25
positive	47890942	CN104870697A	For measuring and optical application the invention claims a synthesis method of diamond material and manufacturing method thereof	2015-08-26
positive	47890942	EP2931947A1	SYNTHETIC DIAMOND MATERIALS FOR QUANTUM AND OPTICAL APPLICATIONS AND METHODS OF MAKING THE SAME	2015-10-21
positive	47890942	EP2931947B1	SYNTHETIC DIAMOND MATERIALS FOR QUANTUM AND OPTICAL APPLICATIONS AND METHODS OF MAKING THE SAME	2019-02-13
positive	47890942	GB201301556D0	Synthetic diamond materials for quantum and optical applications and methods of making the same	2013-03-13
positive	47890942	GB201321381D0	Synthetic diamond materials for quantum and optical applications and methods of making the same	2014-01-15
positive	47890942	GB2510053A	Synthetic diamond materials for quantum and optical applications	2014-07-23
positive	47890942	GB2510053B	Synthetic diamond materials for quantum and optical applications and methods of making the same	2016-02-24
positive	47890942	JP2016505494A	Synthetic diamond material and a manufacturing method for the quantum optics applications	2016-02-25
positive	47890942	JP2017171572A	SYNTHETIC DIAMOND MATERIALS FOR QUANTUM OPTICAL APPLICATIONS AND METHODS OF MAKING THE SAME	2017-09-28
positive	47890942	JP6352293B2	Synthetic diamond material for quantum optical applications and method of making the same	2018-07-04
positive	47890942	US20150299894A1	SYNTHETIC DIAMOND MATERIALS FOR QUANTUM AND OPTICAL APPLICATIONS AND METHODS OF MAKING THE SAME	2015-10-22
positive	47890942	US9518336B2	Synthetic diamond materials for quantum and optical applications and methods of making the same	2016-12-13
positive	47890942	WO2014090662A1	SYNTHETIC DIAMOND MATERIALS FOR QUANTUM AND OPTICAL APPLICATIONS AND METHODS OF MAKING THE SAME	2014-06-19
positive	48041498	US20130087766A1	SCALABLE QUANTUM COMPUTER ARCHITECTURE WITH COUPLED DONOR-QUANTUM DOT QUBITS	2013-04-11
positive	48041498	US8816325B2	Scalable quantum computer architecture with coupled donor-quantum dot qubits	2014-08-26
positive	48143072	EP2790031A1	Method for the hyperpolarisation of nuclear spin in a diamond	2014-10-15
positive	48143072	EP2790031B1	Method for the hyperpolarisation of nuclear spin in a diamond	2018-01-31
positive	48143072	EP2984499A1	METHOD FOR THE HYPERPOLARISATION OF NUCLEAR SPIN IN A DIAMOND VIA A LONG-RANGE INTERACTION	2016-02-17
positive	48143072	US20160061914A1	METHOD FOR THE HYPERPOLARISATION OF NUCLEAR SPIN IN A DIAMOND VIA  A LONG-RANGE INTERACTION	2016-03-03
positive	48143072	WO2014166883A1	METHOD FOR THE HYPERPOLARISATION OF NUCLEAR SPIN IN A DIAMOND VIA A LONG-RANGE INTERACTION	2014-10-16
positive	48172161	US20130107352A1	QUANTUM OPTICAL DEVICE	2013-05-02
positive	48172161	US8837544B2	Quantum optical device	2014-09-16
positive	48279720	US20130119351A1	QUANTUM BITS AND METHOD OF FORMING THE SAME	2013-05-16
positive	48279720	US20140357493A1	QUANTUM BITS AND METHODS OF FORMING THE SAME	2014-12-04
positive	48279720	US9355362B2	Quantum bits and method of forming the same	2016-05-31
positive	48279720	US9646259B2	Quantum bits and methods of forming the same	2017-05-09
positive	48870722	CA2860516A1	SUPERCONDUCTING QUANTUM CIRCUIT HAVING A RESONANT CAVITY THERMALIZED WITH METAL COMPONENTS	2013-08-29
positive	48870722	CN104081464A	Comprises the metal component heat and the resonant chamber of the superconducting quantum circuit	2014-10-01
positive	48870722	CN104081464B	Comprises the metal component heat and the resonant chamber of the superconducting quantum circuit	2016-11-16
positive	48870722	DE112012005798T5	Superconducting quantum circuit comprising a metal components thermalized resonator cavity	2014-10-09
positive	48870722	GB201411911D0	Superconducting quantum circuit having a resonant cavity thermalized with metal components	2014-08-20
positive	48870722	GB2516560A	Superconducting quantum circuit having a resonant cavity thermalized with metal components	2015-01-28
positive	48870722	JP2015508253A	Superconducting quantum circuit having a resonant cavity which is thermalized by a metal member	2015-03-16
positive	48870722	US20130196855A1	SUPERCONDUCTING QUANTUM CIRCUIT HAVING A RESONANT CAVITY THERMALIZED WITH METAL COMPONENTS	2013-08-01
positive	48870722	US8841764B2	Superconducting quantum circuit having a resonant cavity thermalized with metal components	2014-09-23
positive	48870722	WO2013126120A1	SUPERCONDUCTING QUANTUM CIRCUIT HAVING A RESONANT CAVITY THERMALIZED WITH METAL COMPONENTS	2013-08-29
positive	48952137	US8513647B1	Quantum computational device employing multi-qubit structures and associated systems and methods	2013-08-20
positive	49034773	US8527437B1	Method for driving starting quantum state to target one	2013-09-03
positive	49111532	AU2013302954A1	Systems and methods for applying flux to a quantum-coherent superconducting circuit	2015-03-05
positive	49111532	AU2013302954B2	Systems and methods for applying flux to a quantum-coherent superconducting circuit	2016-10-06
positive	49111532	CA2882109A1	SYSTEMS AND METHODS FOR APPLYING FLUX TO A QUANTUM-COHERENT SUPERCONDUCTING CIRCUIT	2014-02-20
positive	49111532	CA2882109C	SYSTEMS AND METHODS FOR APPLYING FLUX TO A QUANTUM-COHERENT SUPERCONDUCTING CIRCUIT	2017-07-18
positive	49111532	EP2885873A2	SYSTEMS AND METHODS FOR APPLYING FLUX TO A QUANTUM-COHERENT SUPERCONDUCTING CIRCUIT	2015-06-24
positive	49111532	EP2885873B1	SYSTEMS AND METHODS FOR APPLYING FLUX TO A QUANTUM-COHERENT SUPERCONDUCTING CIRCUIT	2017-01-11
positive	49111532	JP2015532806A	system and method for applying a magnetic flux to the quantum interference superconducting circuit	2015-11-12
positive	49111532	JP2017055417A	SYSTEMS AND METHODS FOR APPLYING MAGNETIC FLUX TO QUANTUM INTERFERENCE SUPERCONDUCTING CIRCUIT	2017-03-16
positive	49111532	JP6029758B2	System and method for applying a flux to the quantum interference superconducting circuit	2016-11-24
positive	49111532	JP6441286B2	System and method for applying magnetic flux to a quantum interference superconducting circuit	2018-12-19
positive	49111532	KR101766553B1	SYSTEMS AND METHODS FOR APPLYING FLUX TO A QUANTUM-COHERENT SUPERCONDUCTING CIRCUIT	2017-08-08
positive	49111532	KR20150043485A	SYSTEMS AND METHODS FOR APPLYING FLUX TO A QUANTUM-COHERENT SUPERCONDUCTING CIRCUIT	2015-04-22
positive	49111532	US20150263736A1	SYSTEMS AND METHODS FOR APPLYING FLUX TO A QUANTUM-COHERENT SUPERCONDUCTING CIRCUIT	2015-09-17
positive	49111532	US9787312B2	Systems and methods for applying flux to a quantum-coherent superconducting circuit	2017-10-10
positive	49111532	WO2014028302A2	SYSTEMS AND METHODS FOR APPLYING FLUX TO A QUANTUM-COHERENT SUPERCONDUCTING CIRCUIT	2014-02-20
positive	49111532	WO2014028302A3	SYSTEMS AND METHODS FOR APPLYING FLUX TO A QUANTUM-COHERENT SUPERCONDUCTING CIRCUIT	2014-04-10
positive	49234748	US20130258595A1	Heat Transfer For Superconducting Integrated Circuits At Millikelvin Temperatures	2013-10-03
positive	49484478	AU2013335081A1	Efficient resource state distillation	2015-05-14
positive	49484478	AU2013335081B2	Efficient resource state distillation	2017-01-05
positive	49484478	AU2016259381A1	Efficient resource state distillation	2016-12-08
positive	49484478	AU2016259381B2	Efficient resource state distillation	2018-03-22
positive	49484478	AU2018201015A1	Efficient resource state distillation	2018-04-12
positive	49484478	CA2889240A1	EFFICIENT RESOURCE STATE DISTILLATION	2014-05-01
positive	49484478	CA2889240C	EFFICIENT RESOURCE STATE DISTILLATION	2018-01-02
positive	49484478	CA2954864A1	EFFICIENT RESOURCE STATE DISTILLATION	2014-05-01
positive	49484478	CA2954864C	EFFICIENT RESOURCE STATE DISTILLATION	2018-07-17
positive	49484478	EP2912607A2	EFFICIENT RESOURCE STATE DISTILLATION	2015-09-02
positive	49484478	JP2015534410A	Distillation of efficient resource state	2015-11-26
positive	49484478	JP5898387B2	Distillation of efficient resource state	2016-04-06
positive	49484478	KR101656636B1	EFFICIENT RESOURCE STATE DISTILLATION	2016-09-09
positive	49484478	KR20150081435A	EFFICIENT RESOURCE STATE DISTILLATION	2015-07-14
positive	49484478	US20140118023A1	EFFICIENT RESOURCE STATE DISTILLATION	2014-05-01
positive	49484478	US20150115998A1	EFFICIENT RESOURCE STATE DISTILLATION	2015-04-30
positive	49484478	US9018971B2	Efficient resource state distillation	2015-04-28
positive	49484478	US9160341B2	Efficient resource state distillation	2015-10-13
positive	49484478	WO2014066054A2	EFFICIENT RESOURCE STATE DISTILLATION	2014-05-01
positive	49484478	WO2014066054A3	EFFICIENT RESOURCE STATE DISTILLATION	2015-07-23
positive	49484478	WO2014066054A4	EFFICIENT RESOURCE STATE DISTILLATION	2015-09-24
positive	49484479	AU2013335083A1	Efficient Toffoli state generation from low-fidelity single qubit magic states	2015-05-14
positive	49484479	AU2013335083B2	Efficient Toffoli state generation from low-fidelity single qubit magic states	2016-12-22
positive	49484479	CA2889438A1	EFFICIENT TOFFOLI STATE GENERATION FROM LOW-FIDELITY SINGLE QUBIT MAGIC STATES	2014-05-01
positive	49484479	CA2889438C	EFFICIENT TOFFOLI STATE GENERATION FROM LOW-FIDELITY SINGLE QUBIT MAGIC STATES	2018-01-02
positive	49484479	EP2912608A1	EFFICIENT TOFFOLI STATE GENERATION FROM LOW-FIDELITY SINGLE QUBIT MAGIC STATES	2015-09-02
positive	49484479	EP2912608B1	EFFICIENT TOFFOLI STATE GENERATION FROM LOW-FIDELITY SINGLE QUBIT MAGIC STATES	2018-08-01
positive	49484479	EP3413244A1	EFFICIENT TOFFOLI STATE GENERATION FROM LOW-FIDELITY SINGLE QUBIT MAGIC STATES	2018-12-12
positive	49484479	JP2016500886A	Efficient Tofori state generation from a single qubit magic state of low fidelity	2016-01-14
positive	49484479	JP5965078B2	Efficient Tofori state generation from a single qubit magic state of low fidelity	2016-08-03
positive	49484479	KR101656637B1	EFFICIENT TOFFOLI STATE GENERATION FROM LOW-FIDELITY SINGLE QUBIT MAGIC STATES	2016-09-09
positive	49484479	KR20150087247A	EFFICIENT TOFFOLI STATE GENERATION FROM LOW-FIDELITY SINGLE QUBIT MAGIC STATES	2015-07-29
positive	49484479	US20140118024A1	EFFICIENT TOFFOLI STATE GENERATION FROM LOW-FIDELITY SINGLE QUBIT MAGIC STATES	2014-05-01
positive	49484479	US8957699B2	Efficient Toffoli state generation from low-fidelity single qubit magic states	2015-02-17
positive	49484479	WO2014066056A1	EFFICIENT TOFFOLI STATE GENERATION FROM LOW-FIDELITY SINGLE QUBIT MAGIC STATES	2014-05-01
positive	49547950	US20130299783A1	Multi-Band Topological Nanowires	2013-11-14
positive	49547950	US9040959B2	Multi-band topological nanowires	2015-05-26
positive	49674017	JP2015511067A	System and method for manufacturing superconducting integrated circuits	2015-04-13
positive	49674017	JP2018129535A	System and method for fabrication of superconducting integrated circuits	2018-08-16
positive	49674017	JP6326379B2	System and method for fabrication of superconducting integrated circuits	2018-05-16
positive	49674017	US20150119252A1	SYSTEMS AND METHODS FOR FABRICATION OF SUPERCONDUCTING INTEGRATED CIRCUITS	2015-04-30
positive	49674017	US20180033944A1	SYSTEMS AND METHODS FOR FABRICATION OF SUPERCONDUCTING INTEGRATED CIRCUITS	2018-02-01
positive	49674017	US9768371B2	Systems and methods for fabrication of superconducting integrated circuits	2017-09-19
positive	49674017	WO2013180780A2	SYSTEMS AND METHODS FOR FABRICATION OF SUPERCONDUCTING INTEGRATED CIRCUITS	2013-12-05
positive	49674017	WO2013180780A3	SYSTEMS AND METHODS FOR FABRICATION OF SUPERCONDUCTING INTEGRATED CIRCUITS	2014-03-20
positive	50066256	US20140044437A1	Methods and Materials for Integer Quantum Computing	2014-02-13
positive	50066256	US20160189054A1	Isothermal Quantum Computing Apparatus and Materials	2016-06-30
positive	50066256	US9231707B2	Methods and materials for integer quantum computing	2016-01-05
positive	50066256	US9607271B2	Isothermal quantum computing apparatus and materials	2017-03-28
positive	50101106	AU2013302299A1	Quantum logic	2015-02-26
positive	50101106	AU2013302299B2	Quantum logic	2018-05-17
positive	50101106	EP2883194A1	QUANTUM LOGIC	2015-06-17
positive	50101106	EP2883194A4	QUANTUM LOGIC	2017-05-17
positive	50101106	US20150206061A1	QUANTUM LOGIC	2015-07-23
positive	50101106	WO2014026222A1	QUANTUM LOGIC	2014-02-20
positive	50189579	EP2913839A1	Cryogenic silicon-based surface-electrode trap and method of manufacturing such a trap	2015-09-02
positive	50189579	WO2015128438A1	CRYOGENIC SILICON-BASED SURFACE-ELECTRODE TRAP AND METHOD OF MANUFACTURING SUCH A TRAP	2015-09-03
positive	50432032	US20140097405A1	SYSTEMS AND DEVICES FOR QUANTUM PROCESSOR ARCHITECTURES	2014-04-10
positive	50432032	US9178154B2	Quantum processor comprising a second set of inter-cell coupling devices where a respective pair of qubits in proximity adjacent unit cells crossed one another	2015-11-03
positive	50482570	AU2015220569A1	Quantum technology	2016-09-15
positive	50482570	CA2940329A1	QUANTUM TECHNOLOGY	2015-08-27
positive	50482570	EP3108415A2	QUANTUM TECHNOLOGY	2016-12-28
positive	50482570	GB201403063D0	Quantum technology	2014-04-09
positive	50482570	US10096376B2	Quantum technology	2018-10-09
positive	50482570	US20170018312A1	QUANTUM TECHNOLOGY	2017-01-19
positive	50482570	WO2015124950A2	QUANTUM TECHNOLOGY	2015-08-27
positive	50482570	WO2015124950A3	QUANTUM TECHNOLOGY	2015-10-22
positive	50621512	US20140124739A1	SELF-ASSEMBLED QUANTUM COMPUTERS AND METHODS OF PRODUCING THE SAME	2014-05-08
positive	50681456	US20140133001A1	DEVICE AND METHOD FOR OPTIMALLY DISTINGUISHING AMONG AN ARBITRARY SET OF COHERENT STATES OF LIGHT	2014-05-15
positive	50681456	US9569730B2	Device and method for optimally distinguishing among an arbitrary set of coherent states of light	2017-02-14
positive	50792352	CA2849589A1	SYSTEM AND METHOD FOR QUANTUM INFORMATION TRANSFER BETWEEN OPTICAL PHOTONS AND SUPERCONDUCTIVE QUBITS	2014-10-23
positive	50792352	CA2849589C	SYSTEM AND METHOD FOR QUANTUM INFORMATION TRANSFER BETWEEN OPTICAL PHOTONS AND SUPERCONDUCTIVE QUBITS	2017-03-21
positive	50792352	EP2797038A2	System and method for quantum information transfer between optical photons and superconductive qubits	2014-10-29
positive	50792352	EP2797038A3	System and method for quantum information transfer between optical photons and superconductive qubits	2015-04-15
positive	50792352	EP2797038B1	System and method for quantum information transfer between optical photons and superconductive qubits	2018-12-26
positive	50792352	US20140314419A1	SYSTEM AND METHOD FOR QUANTUM INFORMATION TRANSFER BETWEEN OPTICAL PHOTONS AND SUPERCONDUCTIVE QUBITS	2014-10-23
positive	50792352	US9350460B2	System and method for quantum information transfer between optical photons and superconductive qubits	2016-05-24
positive	50930178	CN104838590A	Exceeds a stop wave guide in the amount of the electronic circuit	2015-08-12
positive	50930178	CN104838590B	Exceeds a stop wave guide in the amount of the electronic circuit	2017-11-24
positive	50930178	DE112013006010T5	Quanta switching circuit in a waveguide - beyond - cutoff	2015-08-27
positive	50930178	GB201511021D0	Quantum circuit within waveguide-beyond-cutoff	2015-08-05
positive	50930178	GB2525775A	Quantum circuit within waveguide-beyond-cutoff	2015-11-04
positive	50930178	JP2016510497A	Quantum information processing systems, quantum circuit system, and quantum information processing method	2016-04-07
positive	50930178	US20140167811A1	QUANTUM CIRCUIT WITHIN WAVEGUIDE-BEYOND-CUTOFF	2014-06-19
positive	50930178	US20140167836A1	QUANTUM CIRCUIT WITHIN WAVEGUIDE-BEYOND-CUTOFF	2014-06-19
positive	50930178	US9041427B2	Quantum circuit within waveguide-beyond-cutoff	2015-05-26
positive	50930178	US9059707B2	Quantum circuit within waveguide-beyond-cutoff	2015-06-16
positive	50930178	WO2014092819A1	QUANTUM CIRCUIT WITHIN WAVEGUIDE-BEYOND-CUTOFF	2014-06-19
positive	51134942	GB201408674D0	A photon source	2014-07-02
positive	51134942	GB2526140A	A photon source	2015-11-18
positive	51134942	GB2526140B	Photon Source comprising a Control Signal and a Quantum Structure	2019-03-13
positive	51134942	JP2016014858A	Photon source	2016-01-28
positive	51134942	JP2017167551A	Photon source	2017-09-21
positive	51134942	JP6419889B2	Photon source	2018-11-07
positive	51134942	US20150333840A1	PHOTON SOURCE	2015-11-19
positive	51136802	EP3005572A1	ERROR CORRECTION FOR ENTANGLED QUANTUM STATES	2016-04-13
positive	51136802	EP3005572B1	ERROR CORRECTION FOR ENTANGLED QUANTUM STATES	2017-08-16
positive	51136802	JP2016521100A	Error correction for the entangled quantum state	2016-07-14
positive	51136802	JP6194106B2	Error correction for entangled quantum state	2017-09-06
positive	51136802	US20140365843A1	ERROR CORRECTION FOR ENTANGLED QUANTUM STATES	2014-12-11
positive	51136802	US9286154B2	Error correction for entangled quantum states	2016-03-15
positive	51136802	WO2014197757A1	ERROR CORRECTION FOR ENTANGLED QUANTUM STATES	2014-12-11
positive	51207553	US20140204669A1	SYSTEM AND METHOD OF QUANTUM COMPUTING USING THREE-STATE                       REPRESENTATION OF A QUBIT	2014-07-24
positive	51207553	US9208445B2	System and method of quantum computing using three-state representation of a qubit	2015-12-08
positive	51208532	US20140207723A1	Method and Apparatus for Predicting Joint Quantum States of Subjects modulo an Underlying Proposition based on a Quantum Representation	2014-07-24
positive	51259653	CN105164704A	Topology quantum bit fusion	2015-12-16
positive	51259653	CN105164704B	Topology quantum bit fusion	2018-07-03
positive	51259653	EP2954465A1	TOPOLOGICAL QUBIT FUSION	2015-12-16
positive	51259653	US20140221059A1	Topological Qubit Fusion	2014-08-07
positive	51259653	US20170293854A1	TOPOLOGICAL QUBIT FUSION	2017-10-12
positive	51259653	US9713199B2	Topological qubit fusion	2017-07-18
positive	51259653	WO2014123932A1	TOPOLOGICAL QUBIT FUSION	2014-08-14
positive	51260362	EP2954416A1	SYSTEMS AND METHODS FOR ERROR CORRECTION IN QUANTUM COMPUTATION	2015-12-16
positive	51260362	EP2954416A4	SYSTEMS AND METHODS FOR ERROR CORRECTION IN QUANTUM COMPUTATION	2017-07-19
positive	51260362	US20140223224A1	SYSTEMS AND METHODS FOR ERROR CORRECTION IN QUANTUM COMPUTATION	2014-08-07
positive	51260362	US20160085616A1	SYSTEMS AND METHODS FOR ERROR CORRECTION IN QUANTUM COMPUTATION	2016-03-24
positive	51260362	US9361169B2	Systems and methods for error correction in quantum computation	2016-06-07
positive	51260362	US9870277B2	Systems and methods for error correction in quantum computation	2018-01-16
positive	51260362	WO2014123980A1	SYSTEMS AND METHODS FOR ERROR CORRECTION IN QUANTUM COMPUTATION	2014-08-14
positive	51263556	AU2014329992A1	Josephson AC/DC converter systems and method	2016-04-21
positive	51263556	AU2014329992B2	Josephson AC/DC converter systems and method	2016-12-22
positive	51263556	CA2925868A1	JOSEPHSON AC/DC CONVERTER SYSTEMS AND METHOD	2015-04-09
positive	51263556	CA2925868C	JOSEPHSON AC/DC CONVERTER SYSTEMS AND METHOD	2018-08-14
positive	51263556	EP3052430A1	JOSEPHSON AC/DC CONVERTER SYSTEMS AND METHOD	2016-08-10
positive	51263556	EP3052430B1	JOSEPHSON AC/DC CONVERTER SYSTEMS AND METHOD	2018-04-25
positive	51263556	JP2016538809A	Josephson AC / DC converter system and method	2016-12-08
positive	51263556	JP6302055B2	Josephson AC / DC converter system and method	2018-03-28
positive	51263556	KR101845179B1	JOSEPHSON AC/DC CONVERTER SYSTEMS AND METHOD	2018-04-03
positive	51263556	KR20160062129A	JOSEPHSON AC/DC CONVERTER SYSTEMS AND METHOD	2016-06-01
positive	51263556	US20150092465A1	JOSEPHSON AC/DC CONVERTER SYSTEMS AND METHOD	2015-04-02
positive	51263556	US9174840B2	Josephson AC/DC converter systems and method	2015-11-03
positive	51263556	WO2015050622A1	JOSEPHSON AC/DC CONVERTER SYSTEMS AND METHOD	2015-04-09
positive	51298331	JP2016515233A	Systems and methods for calibrating the elements of a quantum processor	2016-05-26
positive	51298331	JP6300830B2	System and method for calibrating quantum processor elements	2018-03-28
positive	51298331	US20140229722A1	SYSTEMS AND METHODS FOR CALIBRATING THE ELEMENTS OF A QUANTUM PROCESSOR	2014-08-14
positive	51298331	WO2014124295A2	SYSTEMS AND METHODS FOR CALIBRATING THE ELEMENTS OF A QUANTUM PROCESSOR	2014-08-14
positive	51298331	WO2014124295A3	SYSTEMS AND METHODS FOR CALIBRATING THE ELEMENTS OF A QUANTUM PROCESSOR	2015-01-08
positive	51351612	US20140235450A1	MULTI-TUNABLE SUPERCONDUCTING CIRCUITS	2014-08-21
positive	51351612	US20150028970A1	MULTI-TUNABLE SUPERCONDUCTING CIRCUITS	2015-01-29
positive	51351612	US8975912B2	Multi-tunable superconducting circuits	2015-03-10
positive	51351612	US9059674B2	Multi-tunable superconducting circuits	2015-06-16
positive	51385238	DE102013003890A1	Quantum computers	2014-09-11
positive	51420523	US20140246652A1	PLANAR QUBITS HAVING INCREASED COHERENCE TIMES	2014-09-04
positive	51420523	US20160380026A1	PLANAR QUBITS HAVING INCREASED COHERENCE TIMES	2016-12-29
positive	51420523	US9059305B2	Planar qubits having increased coherence times	2015-06-16
